Test	Confs. (features enabled)
tests.Addler32CheckSumTest.adler32Tests(Addler32CheckSumTest.java:34)	CRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Addler32CheckSumTest.adler32Tests(Addler32CheckSumTest.java:34)	COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Addler32CheckSumTest.adler32Tests(Addler32CheckSumTest.java:34)	ARCHIVECHECK, CRC, DERIVATIVE_GZIPCRC, GZIP
tests.Addler32CheckSumTest.adler32Tests(Addler32CheckSumTest.java:34)	COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_COMPRESS_GZIP, DERIVATIVE_COMPRESS_GZIPCRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Addler32CheckSumTest.adler32Tests(Addler32CheckSumTest.java:34)	ARCHIVECHECK
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_COMPRESS_GZIP, DERIVATIVE_COMPRESS_GZIPCRC, DERIVATIVE_GZIPCRC, GZIP
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	ARCHIVECHECK, COMPRESS
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	CRC
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	ARCHIVECHECK
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	EXTRACT
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	ARCHIVECHECK, CRC
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_COMPRESS_GZIP, DERIVATIVE_COMPRESS_GZIPCRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	COMPRESS, EXTRACT
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	ARCHIVECHECK, EXTRACT
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	CRC, DERIVATIVE_GZIPCRC, GZIP
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	CRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	ARCHIVECHECK, CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	ARCHIVECHECK, CRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	COMPRESS
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	ARCHIVECHECK, COMPRESS, EXTRACT
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_COMPRESS_GZIP, DERIVATIVE_COMPRESS_GZIPCRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	ARCHIVECHECK, CRC, DERIVATIVE_GZIPCRC, GZIP
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_COMPRESS_GZIP, DERIVATIVE_COMPRESS_GZIPCRC, DERIVATIVE_GZIPCRC, GZIP
tests.Example_Paulo.testADLER32CHECKSUM___(Example_Paulo.java:130)	ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ARCHIVECHECK, EXTRACT
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ARCHIVECHECK, CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ADLER32CHECKSUM, ARCHIVECHECK, CRC
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ADLER32CHECKSUM, ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_ADLER32CHECKSUM, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ARCHIVECHECK, CRC, DERIVATIVE_GZIPCRC, GZIP
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ADLER32CHECKSUM, ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_ADLER32CHECKSUM, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_COMPRESS_GZIP, DERIVATIVE_COMPRESS_GZIPCRC, DERIVATIVE_GZIPCRC, GZIP
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ADLER32CHECKSUM, ARCHIVECHECK, COMPRESS, DERIVATIVE_COMPRESS_ADLER32CHECKSUM, EXTRACT
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ADLER32CHECKSUM, ARCHIVECHECK, COMPRESS, DERIVATIVE_COMPRESS_ADLER32CHECKSUM
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_COMPRESS_GZIP, DERIVATIVE_COMPRESS_GZIPCRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ARCHIVECHECK
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ADLER32CHECKSUM, ARCHIVECHECK, CRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ARCHIVECHECK, CRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ARCHIVECHECK, CRC
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ADLER32CHECKSUM, ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_ADLER32CHECKSUM, DERIVATIVE_COMPRESS_CRC
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ADLER32CHECKSUM, ARCHIVECHECK, CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ADLER32CHECKSUM, ARCHIVECHECK, EXTRACT
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ADLER32CHECKSUM, ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_ADLER32CHECKSUM, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_COMPRESS_GZIP, DERIVATIVE_COMPRESS_GZIPCRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ARCHIVECHECK, COMPRESS
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ADLER32CHECKSUM, ARCHIVECHECK, CRC, DERIVATIVE_GZIPCRC, GZIP
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ADLER32CHECKSUM, ARCHIVECHECK
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_COMPRESS_GZIP, DERIVATIVE_COMPRESS_GZIPCRC, DERIVATIVE_GZIPCRC, GZIP
tests.Example_Paulo.testARCHIVECHECK(Example_Paulo.java:50)	ARCHIVECHECK, COMPRESS, EXTRACT
tests.Example_Paulo.testCRC(Example_Paulo.java:119)	ARCHIVECHECK, COMPRESS
tests.Example_Paulo.testCRC(Example_Paulo.java:119)	ADLER32CHECKSUM, ARCHIVECHECK, COMPRESS, DERIVATIVE_COMPRESS_ADLER32CHECKSUM, EXTRACT
tests.Example_Paulo.testCRC(Example_Paulo.java:119)	ADLER32CHECKSUM, COMPRESS, DERIVATIVE_COMPRESS_ADLER32CHECKSUM
tests.Example_Paulo.testCRC(Example_Paulo.java:119)	ADLER32CHECKSUM, ARCHIVECHECK, COMPRESS, DERIVATIVE_COMPRESS_ADLER32CHECKSUM
tests.Example_Paulo.testCRC(Example_Paulo.java:119)	ADLER32CHECKSUM, COMPRESS, DERIVATIVE_COMPRESS_ADLER32CHECKSUM, EXTRACT
tests.Example_Paulo.testCRC(Example_Paulo.java:119)	COMPRESS, EXTRACT
tests.Example_Paulo.testCRC(Example_Paulo.java:119)	ARCHIVECHECK, COMPRESS, EXTRACT
tests.Example_Paulo.testCRC(Example_Paulo.java:119)	COMPRESS
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_COMPRESS_GZIP, DERIVATIVE_COMPRESS_GZIPCRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_COMPRESS_GZIP, DERIVATIVE_COMPRESS_GZIPCRC, DERIVATIVE_GZIPCRC, GZIP
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	ARCHIVECHECK, COMPRESS
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	ARCHIVECHECK
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	CRC, DERIVATIVE_GZIPCRC, GZIP
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	CRC
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	ARCHIVECHECK, CRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_COMPRESS_GZIP, DERIVATIVE_COMPRESS_GZIPCRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	COMPRESS, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	ARCHIVECHECK, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	CRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	ARCHIVECHECK, CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	ARCHIVECHECK, CRC
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	ARCHIVECHECK, CRC, DERIVATIVE_GZIPCRC, GZIP
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	COMPRESS
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	ARCHIVECHECK, COMPRESS, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_ADLER32CHECKSUM___(Example_Paulo.java:142)	COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_COMPRESS_GZIP, DERIVATIVE_COMPRESS_GZIPCRC, DERIVATIVE_GZIPCRC, GZIP
tests.Example_Paulo.testDERIVATIVE_COMPRESS_CRC(Example_Paulo.java:76)	COMPRESS, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_CRC(Example_Paulo.java:76)	ADLER32CHECKSUM, ARCHIVECHECK, COMPRESS, DERIVATIVE_COMPRESS_ADLER32CHECKSUM, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_CRC(Example_Paulo.java:76)	ARCHIVECHECK, COMPRESS, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_CRC(Example_Paulo.java:76)	ADLER32CHECKSUM, COMPRESS, DERIVATIVE_COMPRESS_ADLER32CHECKSUM, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_CRC(Example_Paulo.java:76)	ADLER32CHECKSUM, COMPRESS, DERIVATIVE_COMPRESS_ADLER32CHECKSUM
tests.Example_Paulo.testDERIVATIVE_COMPRESS_CRC(Example_Paulo.java:76)	COMPRESS
tests.Example_Paulo.testDERIVATIVE_COMPRESS_CRC(Example_Paulo.java:76)	ADLER32CHECKSUM, ARCHIVECHECK, COMPRESS, DERIVATIVE_COMPRESS_ADLER32CHECKSUM
tests.Example_Paulo.testDERIVATIVE_COMPRESS_CRC(Example_Paulo.java:76)	ARCHIVECHECK, COMPRESS
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	COMPRESS, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	ADLER32CHECKSUM, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	ADLER32CHECKSUM, ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_ADLER32CHECKSUM, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_COMPRESS_GZIP, DERIVATIVE_COMPRESS_GZIPCRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	ADLER32CHECKSUM, COMPRESS, DERIVATIVE_COMPRESS_ADLER32CHECKSUM, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	ADLER32CHECKSUM, CRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	ADLER32CHECKSUM, COMPRESS, CRC, DERIVATIVE_COMPRESS_ADLER32CHECKSUM, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_COMPRESS_GZIP, DERIVATIVE_COMPRESS_GZIPCRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_COMPRESS_GZIP, DERIVATIVE_COMPRESS_GZIPCRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	ADLER32CHECKSUM, CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	ADLER32CHECKSUM, ARCHIVECHECK, COMPRESS, DERIVATIVE_COMPRESS_ADLER32CHECKSUM, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	ADLER32CHECKSUM, ARCHIVECHECK, CRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	ADLER32CHECKSUM, COMPRESS, CRC, DERIVATIVE_COMPRESS_ADLER32CHECKSUM, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	ADLER32CHECKSUM, ARCHIVECHECK, CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	ADLER32CHECKSUM, ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_ADLER32CHECKSUM, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	ARCHIVECHECK, COMPRESS, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	ARCHIVECHECK, CRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	ARCHIVECHECK, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	CRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_COMPRESS_GZIP, DERIVATIVE_COMPRESS_GZIPCRC, DERIVATIVE_EXTRACT_CRC, DERIVATIVE_GZIPCRC, EXTRACT, GZIP
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	ADLER32CHECKSUM, ARCHIVECHECK, EXTRACT
tests.Example_Paulo.testDERIVATIVE_COMPRESS_GZIPCRC___(Example_Paulo.java:177)	ARCHIVECHECK, CRC, DERIVATIVE_EXTRACT_CRC, EXTRACT
tests.Example_Paulo.testDERIVATIVE_EXTRACT_CRC___(Example_Paulo.java:190)	ARCHIVECHECK, CRC
tests.Example_Paulo.testDERIVATIVE_EXTRACT_CRC___(Example_Paulo.java:190)	COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_COMPRESS_GZIP, DERIVATIVE_COMPRESS_GZIPCRC, DERIVATIVE_GZIPCRC, GZIP
tests.Example_Paulo.testDERIVATIVE_EXTRACT_CRC___(Example_Paulo.java:190)	CRC
tests.Example_Paulo.testDERIVATIVE_EXTRACT_CRC___(Example_Paulo.java:190)	COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC
tests.Example_Paulo.testDERIVATIVE_EXTRACT_CRC___(Example_Paulo.java:190)	ARCHIVECHECK
tests.Example_Paulo.testDERIVATIVE_EXTRACT_CRC___(Example_Paulo.java:190)	ADLER32CHECKSUM, CRC, DERIVATIVE_GZIPCRC, GZIP
tests.Example_Paulo.testDERIVATIVE_EXTRACT_CRC___(Example_Paulo.java:190)	ADLER32CHECKSUM, ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_ADLER32CHECKSUM, DERIVATIVE_COMPRESS_CRC
tests.Example_Paulo.testDERIVATIVE_EXTRACT_CRC___(Example_Paulo.java:190)	ADLER32CHECKSUM, ARCHIVECHECK
tests.Example_Paulo.testDERIVATIVE_EXTRACT_CRC___(Example_Paulo.java:190)	ADLER32CHECKSUM, CRC
tests.Example_Paulo.testDERIVATIVE_EXTRACT_CRC___(Example_Paulo.java:190)	ADLER32CHECKSUM, ARCHIVECHECK, COMPRESS, DERIVATIVE_COMPRESS_ADLER32CHECKSUM
tests.Example_Paulo.testDERIVATIVE_EXTRACT_CRC___(Example_Paulo.java:190)	ARCHIVECHECK, COMPRESS, CRC, DERIVATIVE_COMPRESS_CRC, DERIVATIVE_COMPRESS_GZIP, DERIVATIVE_COMPRESS_GZIPCRC, DERIVATIVE_GZIPCRC, GZIP
tests.Example_Paulo.testDERIVATIVE_EXTRACT_CRC___(Example_Paulo.java:190)	ADLER32CHECKSUM, COMPRESS, CRC, DERIVATIVE_COMPRESS_ADLER32CHECKSUM, DERIVATIVE_COMPRESS_CRC
tests.Example_Paulo.testDERIVATIVE_EXTRACT_CRC___(Example_Paulo.java:190)	ADLER32CHECKSUM, COMPRESS, DERIVATIVE_COMPRESS_ADLER32CHECKSUM
tests.Example_Paulo.testDERIVATIVE_EXTRACT_CRC___(Example_Paulo.java:190)	
tests.Example_Paulo.testDERIVATIVE_EXTRACT_CRC___(Example_Paulo.java:190)	CRC, DERIVATIVE_GZIPCRC, GZIP
